name,year_of_release,genre,publisher,global_sales,console,developer
Mace Griffin: Bounty Hunter,2003,Shooter,Electronic Arts,0.19,PS2,Warthog
101-in-1 Explosive Megamix,2008,Puzzle,Nordcurrent,0.19,DS,Nordcurrent
Legacy of Kain: Defiance,2003,Action-Adventure,Eidos Interactive,0.19,XB,Crystal Dynamics
Final Fantasy XI,2006,Role-Playing,Square Enix,0.19,X360,Square Enix
Scene It? Twilight,2010,Other,Konami Digital Entertainment,0.19,DS,Konami
Trivial Pursuit unhinged,2004,Other,Atari,0.19,PS2,Artech Studios
Tales of the World: Narikiri Dungeon 2,2002,Role-Playing,Namco Bandai Games,0.19,GBA,Unknown
Peter Jackson's King Kong: The Official Game of the Movie,2005,Action-Adventure,Ubisoft,0.19,PSP,Phoenix Games Studio
Aliens versus Predator: Extinction,2003,Strategy,Electronic Arts,0.19,PS2,Zono Inc.
Shrek: Forever After,2010,Platform,Activision,0.19,PS3,Xpec
Silent Scope 2: Dark Silhouette,2001,Shooter,Konami Digital Entertainment,0.19,PS2,KCET
The Spiderwick Chronicles,2008,Action-Adventure,Vivendi Games,0.19,Wii,Stormfront Studios
Dave Mirra Freestyle BMX 2,2001,Sports,Acclaim Entertainment,0.19,GBA,Full-Fat
X-Men Origins: Wolverine,2009,Action-Adventure,Activision,0.19,PSP,Griptonite Games
Jikkyou Powerful Pro Yakyuu '96 Kaimakuban,1996,Sports,Konami Digital Entertainment,0.19,SNES,Unknown
Tokimeki Memorial Girl's Side 3rd Story,2010,Action-Adventure,Konami Digital Entertainment,0.19,DS,Unknown
NHL Hitz Pro,2003,Sports,Midway Games,0.19,PS2,Next Level Games
Allied General,1996,Strategy,SSI,0.19,PS,Unknown
Marvel Super Hero Squad: Comic Combat,2011,Action-Adventure,THQ,0.19,PS3,THQ
Kamen Rider: Battride War,2013,Action-Adventure,Namco Bandai Games,0.19,PS3,Unknown
Fire ProWrestling G,1999,Fighting,Human Entertainment,0.19,PS,Unknown
Space Invaders Extreme 2,2009,Shooter,Square Enix,0.19,DS,Taito Corporation
Need for Speed: The Run,2011,Action-Adventure,Electronic Arts,0.19,3DS,Firebrand Games
Supreme Commander 2,2010,Strategy,Square Enix,0.19,PC,Gas Powered Games
Avatar: The Last Airbender - Into the Inferno,2008,Action-Adventure,THQ,0.19,Wii,Unknown
Quantum Theory,2010,Shooter,Tecmo Koei,0.19,PS3,Tecmo
Dawn of Discovery,2009,Simulation,Ubisoft,0.19,Wii,Keen Games
Guitar Hero Live,2015,Other,Activision,0.19,WiiU,"Activision, FreeStyleGames"
GunGriffon,1995,Simulation,Sega,0.19,SAT,Unknown
SingStar Pop Vol.2,2008,Other,Sony Computer Entertainment,0.19,PS2,Unknown
SNK Arcade Classics Vol. 1,2008,Other,Ignition Entertainment,0.19,PS2,SNK Playmore
Darkstalkers 3,1998,Fighting,Capcom,0.19,PS,Unknown
International Cricket 2010,2010,Sports,Codemasters,0.19,PS3,Unknown
Frequency,2001,Other,Sony Computer Entertainment,0.19,PS2,Harmonix Music Systems
Inazuma Eleven Strikers 2012 Xtreme,2011,Role-Playing,Level 5,0.19,Wii,Unknown
The Polar Express,2004,Action-Adventure,THQ,0.19,GBA,Tantalus Interactive
2002 FIFA World Cup,2002,Sports,Electronic Arts,0.19,XB,Software Creations
SpongeBob SquigglePants 3D,2011,Other,THQ,0.19,3DS,WayForward
Jampack: Summer 2003 (RP-T),2003,Other,Sony Computer Entertainment,0.19,PS2,Unknown
Frogger's Adventures 2: The Lost Wand,2002,Action-Adventure,Konami Digital Entertainment,0.19,GBA,Konami
Sudeki,2004,Role-Playing,Microsoft Game Studios,0.19,XB,Climax Group
Majin and the Forsaken Kingdom,2010,Action-Adventure,Namco Bandai Games,0.19,X360,Game Republic
Silent Hill HD Collection,2012,Action-Adventure,Konami Digital Entertainment,0.19,X360,Konami
Arc Rise Fantasia,2009,Role-Playing,Marvelous Interactive,0.19,Wii,"Image Epoch, Imageepoch"
"Boku no Natsuyasumi 4: Seitouchi Shounen Tanteidan, Boku to Himitsu no Chizu",2009,Action-Adventure,Sony Computer Entertainment,0.19,PSP,Unknown
Hot Wheels: Track Attack,2010,Racing,THQ,0.19,Wii,Firebrand Games
Quake,1998,Shooter,GT Interactive,0.19,N64,Unknown
SpongeBob's Surf & Skate Roadtrip,2011,Action-Adventure,THQ,0.19,X360,Unknown
Sesame Street: Elmo's Number Journey,1999,Other,NewKidCo,0.19,N64,Unknown
Hexen,1996,Shooter,GT Interactive,0.19,N64,Unknown
Mace: The Dark Age,1997,Fighting,GT Interactive,0.19,N64,Unknown
Puyo Puyo Sun 64,1997,Puzzle,Compile,0.19,N64,Unknown
AeroFighters Assault,1997,Action-Adventure,Video System,0.19,N64,Unknown
Chou-Kuukan Night Pro Yakyuu King (weekly JP sales),1996,Sports,Imagineer,0.19,N64,Unknown
South Park: The Stick of Truth,2014,Role-Playing,Ubisoft,0.19,PC,Obsidian Entertainment
Tottadoo! Yoiko no Mujintou Seikatsu,2008,Action-Adventure,Namco Bandai Games,0.19,DS,Unknown
Teenage Mutant Ninja Turtles 2: Battle Nexus,2004,Action-Adventure,Konami Digital Entertainment,0.19,GC,Konami
Barbie Horse Adventures: Riding Camp,2008,Sports,Activision,0.19,PS2,Pixel Tales
MLB 12: The Show,2012,Sports,Sony Computer Entertainment,0.19,PSV,SCEA San Diego Studios
God Eater Resurrection,2015,Action-Adventure,Namco Bandai Games,0.19,PSV,"Shift, Bandai Namco Games"
SSX Tricky,2002,Sports,Electronic Arts,0.19,GBA,Visual Impact
Kenka Banchou 4: Ichinen Sensou,2010,Action-Adventure,Spike,0.19,PSP,Unknown
Warhammer: Shadow of the Horned Rat,1996,Strategy,Mindscape,0.19,PS,Unknown
NBA 2K11,2010,Action-Adventure,Take-Two Interactive,0.19,PC,Visual Concepts
Pet Zombies,Unknown,Simulation,Majesco Entertainment,0.19,3DS,1st Playable Productions
Pro Yakyuu Team o Tsukurou!,2008,Sports,Sega,0.19,DS,Unknown
WWE All Stars,2011,Fighting,THQ,0.19,Wii,THQ
Naruto: Ninja Destiny,2006,Fighting,Namco Bandai Games,0.19,DS,Takara Tomy
FaceBreaker,2008,Fighting,Electronic Arts,0.19,X360,EA Canada
ESPN International Track & Field,2000,Sports,Konami Digital Entertainment,0.19,PS2,Unknown
Spider-Man: Shattered Dimensions,2010,Action-Adventure,Activision,0.19,DS,Griptonite Games
Lunar Legend,2002,Role-Playing,Media Rings,0.19,GBA,Magic Rings
Conflict: Global Terror,2005,Shooter,Eidos Interactive,0.19,PS2,Pivotal Games
Dante's Inferno,2010,Action-Adventure,Electronic Arts,0.19,PSP,"Artificial Mind and Movement, EA Redwood Shores"
Mystery Tales of Time Travel,2010,Puzzle,Foreign Media Games,0.19,DS,Unknown
Injustice: Gods Among Us,2013,Fighting,Warner Bros. Interactive Entertainment,0.19,WiiU,NetherRealm Studios
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 5: CR Shinseiki Evangelion * Pachi-Slot Shinseiki Evangelion,2006,Other,D3Publisher,0.19,PS2,Unknown
NASCAR Unleashed,2011,Racing,Activision,0.19,3DS,Firebrand Games
Tomb Raider: Underworld,2008,Action-Adventure,Eidos Interactive,0.19,DS,Santa Cruz Games
Death Jr.,2005,Platform,Konami Digital Entertainment,0.19,PSP,Backbone Entertainment
Hulk,2003,Action-Adventure,Universal Interactive,0.19,GC,Radical Entertainment
Boogie,2007,Other,Electronic Arts,0.19,PS2,"Pipeworks Software, Inc."
Arcade Shooting Gallery,2008,Shooter,Zoo Games,0.19,Wii,Zoo Games
Phantasy Star Universe,2006,Role-Playing,Sega,0.19,PS2,Sonic Team
Gungrave,2002,Shooter,Activision,0.19,PS2,Seta Corporation
Schlag den Raab,2010,Other,Namco Bandai Games,0.19,Wii,Unknown
Transworld Surf,2002,Sports,Atari,0.19,PS2,Rockstar San Diego
Tenchu: Fatal Shadows,2004,Action-Adventure,Sega,0.19,PS2,K2 LLC
50 Cent: Blood on the Sand,2009,Shooter,THQ,0.19,PS3,Swordfish Studios
Metro: Last Light,2013,Action-Adventure,Deep Silver,0.19,PC,4A Games
Evolve,2015,Shooter,Take-Two Interactive,0.19,PC,Turtle Rock Studios
FIFA 14,2013,Sports,Electronic Arts,0.19,PSP,EA Canada
Resident Evil: Revelations,2013,Action-Adventure,Capcom,0.19,WiiU,Capcom
Namco Museum Megamix,2010,Other,Namco Bandai Games,0.19,Wii,Namco Bandai Games
Chaotic: Shadow Warriors,2009,Action-Adventure,Activision,0.19,Wii,FUN Labs
The Legend of Spyro: A New Beginning,2006,Platform,Vivendi Games,0.19,GC,Krome Studios
International Soccer,1981,Sports,Mattel Interactive,0.19,2600,Unknown
Princess Maker: Yumemiru Yosei,1997,Strategy,Sony Computer Entertainment,0.19,PS,Unknown
3rd Super Robot Wars Z: Tengoku-Hen,2015,Action-Adventure,Namco Bandai Games,0.19,PSV,Unknown
Armored Core: For Answer,2008,Simulation,Ubisoft,0.19,PS3,From Software
Big Air,1999,Sports,Accolade,0.19,PS,Unknown
Shining Force II,1993,Strategy,Sega,0.19,GEN,Unknown
Taiko no Tatsujin: Wii U Version!,2013,Other,Namco Bandai Games,0.19,WiiU,Unknown
Gallop Racer,1999,Sports,Tecmo Koei,0.19,PS,Unknown
The Walking Dead: Season Two,2014,Action-Adventure,Telltale Games,0.19,PS3,Unknown
Harry Potter and the Prisoner of Azkaban,2004,Action-Adventure,Electronic Arts,0.19,XB,EA Games
3rd Super Robot Wars Z Jigoku Hen,2014,Role-Playing,Namco Bandai Games,0.19,PSV,Unknown
Where's Waldo? The Fantastic Journey,2009,Action-Adventure,Ubisoft,0.19,Wii,Classic Media Distribution Limited
Sudoku Gridmaster (JP sales),2006,Puzzle,Nintendo,0.19,DS,Unknown
Monsters vs. Aliens,2009,Action-Adventure,Activision,0.19,PS2,Beenox
College Slam,1995,Sports,Acclaim Entertainment,0.19,PS,Unknown
Street Fighter X Tekken,2012,Fighting,Capcom,0.19,PSV,Capcom
Nobunaga no Yabou: Souzou,2013,Strategy,Tecmo Koei,0.19,PS3,Unknown
The Legend of Heroes: Trails of Cold Steel II,2014,Role-Playing,Nippon Ichi Software,0.19,PSV,Falcom
Pro Yaky? Spirits 4,2007,Sports,Konami Digital Entertainment,0.19,PS2,Unknown
Rock Band Track Pack Volume 2,2008,Other,MTV Games,0.19,X360,Harmonix Music Systems
Need for Speed: Shift 2 Unleashed,2011,Racing,Electronic Arts,0.19,PC,Unknown
Tamagotchi Party On!,2006,Other,Namco Bandai Games,0.19,Wii,Unknown
Daigasso! Band Brothers,2004,Other,Nintendo,0.19,DS,Unknown
Rise of the Kasai,2005,Action-Adventure,Sony Computer Entertainment,0.19,PS2,BottleRocket Entertainment
Thoroughbred Breeder,1993,Simulation,Hect,0.19,SNES,Unknown
Momotarou Dentetsu World,2010,Other,Hudson Soft,0.19,DS,Unknown
Beyblade: Metal Fusion - Battle Fortress,2009,Action-Adventure,Konami Digital Entertainment,0.19,Wii,Unknown
Risen,2009,Role-Playing,Deep Silver,0.19,X360,Piranha Bytes
Nostalgia,2008,Role-Playing,Tecmo Koei,0.19,DS,Matrix Software
Dynasty Warriors Gundam,2007,Action-Adventure,Namco Bandai Games,0.19,X360,"Koei, Omega Force"
Chibi-Robo! Park Patrol,2007,Action-Adventure,Unknown,0.19,DS,Skip Ltd.
Jurassic: The Hunted,2009,Shooter,Activision,0.19,PS3,Activision
Farmtopia,2010,Simulation,505 Games,0.19,DS,505 Games
DanceDanceRevolution,2010,Simulation,Konami Digital Entertainment,0.19,PS3,Konami
Tom Clancy's Splinter Cell: Blacklist,2013,Action-Adventure,Ubisoft,0.19,PC,Ubisoft Toronto
"Ni Hao, Kai-lan: Super Game Day",2009,Other,Take-Two Interactive,0.19,Wii,Take-Two Interactive
One Piece: Unlimited Adventure,2007,Action-Adventure,Namco Bandai Games,0.19,Wii,Ganbarion
Shaun White Skateboarding,2010,Sports,Ubisoft,0.19,PS3,Ubisoft Montreal
Crash & Spyro Superpack,2005,Platform,Vivendi Games,0.19,GBA,Unknown
Reel Fishing Paradise 3D,2011,Sports,Marvelous Interactive,0.19,3DS,Natsume
Conflict: Denied Ops,2008,Shooter,Eidos Interactive,0.19,PS3,Pivotal Games
Binary Domain,2012,Action-Adventure,Sega,0.19,X360,Sega
Kuma-Tomo,2013,Other,Namco Bandai Games,0.19,3DS,Unknown
IL-2 Sturmovik: Birds of Prey,2009,Simulation,505 Games,0.19,PSP,SME Dynamic Systems Limited
ThunderStrike 2,1994,Simulation,Core Design Ltd.,0.19,PS,Unknown
Magical ZhuZhu Princess: Carriages & Castles,2011,Simulation,Activision,0.19,DS,Unknown
Pro Yaky? Spirits 2012,2012,Sports,Konami Digital Entertainment,0.19,PS3,Unknown
Super Real Mahjong P V,1995,Other,Seta Corporation,0.19,SAT,Unknown
Thomas the Tank Engine & Friends,2004,Action-Adventure,N/A,0.19,GBA,Unknown
Penguin no Mondai X: Tenkuu no 7 Senshi,2009,Action-Adventure,Konami Digital Entertainment,0.19,DS,Unknown
The Scorpion King: Sword of Osiris,2002,Action-Adventure,Vivendi Games,0.19,GBA,WayForward
Jeep Thrills,2008,Racing,Zoo Digital Publishing,0.19,Wii,Game Sauce
Ice Age: Dawn of the Dinosaurs,2009,Action-Adventure,Activision,0.19,PS3,Activision
Bubsy 3D,1996,Platform,Accolade,0.19,PS,Unknown
NCAA Final Four 2001,2000,Sports,Sony Computer Entertainment,0.19,PS2,989 Sports
Robin Hood: Defender of the Crown,2003,Strategy,Capcom,0.19,PS2,Cinemaware
Face Training,2007,Other,Nintendo,0.19,DS,Unknown
Barbie Horse Adventures: Riding Camp,2008,Sports,Activision,0.19,Wii,Activision
SD Gundam GX,1994,Strategy,Namco Bandai Games,0.19,SNES,Unknown
R-Type Final,2003,Shooter,Metro 3D,0.19,PS2,Irem
Jackie Chan Adventures: Legend of the Dark Hand,2001,Action-Adventure,Activision,0.19,GBA,Unknown
Bolt,2008,Action-Adventure,Disney Interactive Studios,0.19,PS3,Avalanche Software
Mathews Bowhunting,2010,Sports,Zoo Games,0.19,Wii,Zoo Games
Phantasy Star Nova,2014,Role-Playing,Sega,0.19,PSV,Unknown
Pro Evolution Soccer 2014,2013,Action-Adventure,Konami Digital Entertainment,0.19,3DS,Konami
Sega GT 2002,2002,Racing,Sega,0.19,XB,Wow Entertainment
F1 2011,2011,Racing,Codemasters,0.19,PC,Codemasters
Air Conflicts: Secret Wars,2011,Simulation,bitComposer Games,0.19,PS3,Games Farm
Ty the Tasmanian Tiger 3: Night of the Quinkan,2005,Action-Adventure,Activision,0.19,PS2,Krome Studios
Family Feud: 2012 Edition,2011,Other,Ubisoft,0.19,Wii,"Ubisoft, Ludia Inc."
Samurai Warriors 2: Empires,2006,Action-Adventure,Tecmo Koei,0.19,PS2,Omega Force
Blood Omen 2,2002,Action-Adventure,Eidos Interactive,0.19,XB,Crystal Dynamics
Earth Defense Force: Insect Armageddon,2011,Shooter,D3Publisher,0.19,X360,Vicious Cycle
Major League Baseball 2K10,2010,Sports,Take-Two Interactive,0.19,PS3,Visual Concepts
Saints Row IV,2013,Action-Adventure,Deep Silver,0.19,PC,Volition Inc.
J-League Pro Soccer Club o Tsukurou! 5,2007,Sports,Sega,0.19,PS2,Unknown
Harry Potter: Quidditch World Cup,2003,Sports,Electronic Arts,0.19,XB,Electronic Arts
Little Battlers eXperience W,2012,Role-Playing,Level 5,0.19,PSP,Unknown
Warriors: Legends of Troy,2011,Action-Adventure,Tecmo Koei,0.19,PS3,Tecmo Koei Canada
La Pucelle: Tactics,2002,Role-Playing,Tecmo Koei,0.19,PS2,Nippon Ichi Software
Arcania: Gothic 4,2010,Role-Playing,JoWood Productions,0.19,PC,Spellbound
NBA Ballers: Chosen One,2008,Sports,Midway Games,0.19,X360,Midway
Tiger Woods PGA Tour 07,2006,Sports,Electronic Arts,0.19,XB,EA Redwood Shores
Disney's Meet the Robinsons,2007,Action-Adventure,Disney Interactive Studios,0.19,Wii,Buena Vista Games
Star Wars: The Clone Wars & Tetris Worlds,2002,Other,Microsoft Game Studios,0.19,XB,Unknown
The Lord of the Rings: War in the North,2011,Action-Adventure,Warner Bros. Interactive Entertainment,0.19,PC,Snowblind Studios
The Bee Game,2007,Action-Adventure,Midway Games,0.19,DS,Independent Arts
SBK X: Superbike World Championship,2010,Racing,Black Bean Games,0.19,X360,Milestone S.r.l
Rango: The Video Game,2011,Action-Adventure,Electronic Arts,0.19,PS3,Behaviour Interactive
EverQuest Online Adventures: Frontiers,2003,Role-Playing,Sony Online Entertainment,0.19,PS2,Sony Online Entertainment
Fairy Fencer F,2013,Role-Playing,Nippon Ichi Software,0.19,PS3,Compile Heart
Shadows of the Damned,2011,Action-Adventure,Electronic Arts,0.19,X360,Grasshopper Manufacture
Treasures of the Deep,1997,Action-Adventure,Namco Bandai Games,0.19,PS,Unknown
Phantasy Star Online Ver. 2,2001,Role-Playing,Sega,0.19,DC,Sonic Team
Nascar Unleashed,2011,Racing,Activision,0.19,3DS,Activision
Valkyria Chronicles 4,2018,Strategy,Sega,0.19,NS,Sega
Dishonored: Definitive Edition,2015,Action-Adventure,Bethesda Softworks,0.19,XOne,Arkane Studios
Rise of the Argonauts,2008,Action-Adventure,Codemasters,0.19,PS3,Codemasters
The Great Ace Attorney - The Adventures of Ryuunosuke Naruhodou,2015,Action-Adventure,Capcom,0.19,3DS,Capcom
Final Fantasy XI: Online,2006,Role-Playing,Square Enix,0.19,X360,Square Enix
I SPY castle,2011,Puzzle,Scholastic Inc.,0.19,DS,Scholastic Media
Call of Duty: WWII,2017,Shooter,Activision,0.19,PC,Sledgehammer Games
Project X Zone 2,2016,Role-Playing,Namco Bandai Games,0.19,3DS,Monolith Soft
NBA Live 19,2018,Sports,Electronic Arts,0.19,PS4,EA Tiburon
Captain Toad: Treasure Tracker,2018,Puzzle,Nintendo,0.19,3DS,Nintendo EPD
Street Fighter 30th Anniversary Collection,2018,Fighting,Capcom,0.19,NS,Capcom
Creed: Rise to Glory,2018,Sports,Sony Interactive Entertainment,0.19,PS4,Survios
God Eater 3,2019,Role-Playing,Bandai Namco Entertainment,0.19,PS4,Bandai Namco Studios
Pro Yakyuu Spirits 4,2007,Sports,Konami,0.19,PS2,PawaPuro Production
Pro Yakyuu Spirits 2012,2012,Sports,Konami Digital Entertainment,0.19,PS3,Konami
The Adventures of Jimmy Neutron Boy Genius: Game Boy Advance Video Volume 1,2004,Other,Majesco,0.19,GBA,Majesco Games
Nascar Unleashed,2011,Racing,Activision,0.19,Wii,Activision
GRID: Autosport,2014,Racing,Codemasters,0.19,PS3,Codemasters
Ninja Gaiden 3: Razor's Edge,2012,Action-Adventure,Nintendo,0.19,WiiU,Team Ninja
MotoGP 15,2015,Racing,Milestone S.r.l.,0.18,PS4,Unknown
Resident Evil: Revelations,2017,Action-Adventure,Capcom,0.18,PS4,Unknown
Senran Kagura: Estival Versus,2015,Action-Adventure,Marvelous Interactive,0.18,PS4,Unknown
Back to the Future: The Game,2015,Action-Adventure,Telltale Games,0.18,PS4,Unknown
Shape Up,2014,Sports,Ubisoft,0.18,XOne,Unknown
Cities: Skylines,2017,Simulation,Deep Silver,0.18,XOne,Unknown
Sniper: Ghost Warrior 3,2017,Shooter,City Interactive,0.18,XOne,Unknown
Cabela's Survival: Shadows of Katmai,2011,Sports,Activision,0.18,PS3,Activision
Hot Wheels: Battle Force 5,2009,Racing,Activision,0.18,Wii,Sidhe Interactive
Go Play: Lumberjacks,2009,Simulation,Majesco Entertainment,0.18,Wii,Panic Button
Fight Club,2004,Fighting,Vivendi Games,0.18,PS2,Genuine Games
Samurai Warriors: State of War,2005,Action-Adventure,Tecmo Koei,0.18,PSP,Omega Force
Cabela's Survival: Shadows of Katmai,2011,Sports,Activision,0.18,X360,Activision
Dragon Blade: Wrath of Fire,2007,Action-Adventure,D3Publisher,0.18,Wii,D3Publisher
Guilty Gear Xrd: Sign,2014,Fighting,Arc System Works,0.18,PS3,Unknown
Dance Dance Revolution: Disney Grooves,2009,Simulation,Konami Digital Entertainment,0.18,Wii,Konami
Camping Mama: Outdoor Adventures,2011,Simulation,505 Games,0.18,DS,Racjin
Harvest Moon: A Wonderful Life Special Edition,2004,Simulation,505 Games,0.18,PS2,Marvelous
Sports Illustrated for Kids: Football,2003,Sports,BAM! Entertainment,0.18,GBA,Unknown
The Munchables,2009,Action-Adventure,Namco Bandai Games,0.18,Wii,Now Production
How to Train Your Dragon 2,2014,Action-Adventure,Little Orbit,0.18,Wii,Torus Games
.hack//Quarantine Part 4: The Final Chapter,2003,Role-Playing,Atari,0.18,PS2,Unknown
The Smurfs 2,2013,Platform,Ubisoft,0.18,DS,WayForward
Close Combat: First to Fight,2005,Shooter,Take-Two Interactive,0.18,XB,Destineer
Indiana Jones and the Emperor's Tomb,2003,Action-Adventure,LucasArts,0.18,XB,Double Helix Games
Buffy the Vampire Slayer: Chaos Bleeds,2003,Action-Adventure,Vivendi Games,0.18,PS2,Eurocom Entertainment Software
Remington Super Slam Hunting: North America,2010,Sports,Mastiff,0.18,Wii,Jack of All Games
Reel Fishing II,2000,Sports,Victor Interactive,0.18,PS,Unknown
Battle of Giants: Dinosaurs Strike,2010,Strategy,Ubisoft,0.18,Wii,Ubisoft Quebec
Ty the Tasmanian Tiger,2002,Platform,Electronic Arts,0.18,XB,Krome Studios
Imagine: Babyz Fashion,2009,Simulation,Ubisoft,0.18,DS,Ubisoft
Dead or Alive,1997,Fighting,Tecmo Koei,0.18,SAT,Unknown
Active Health with Carol Vorderman,2009,Sports,Nintendo,0.18,DS,Unknown
Driving Emotion Type-S,2000,Racing,Electronic Arts,0.18,PS2,Escape
Heavy Fire: Afghanistan,2011,Shooter,Unknown,0.18,PS3,Teyon
Siren,2003,Action-Adventure,Sony Computer Entertainment,0.18,PS2,SCE Japan Studio
NARC,2005,Shooter,Midway Games,0.18,XB,Point of View
Driver: San Francisco,2011,Racing,Ubisoft,0.18,PC,Ubisoft Reflections
Just Dance 2017,2016,Other,Ubisoft,0.18,Wii,Ubisoft Paris
NASCAR Unleashed,2011,Racing,Activision,0.18,Wii,Firebrand Games
Super Robot Taisen J,2005,Strategy,Banpresto,0.18,GBA,Unknown
Nep League DS,2007,Sports,Jaleco,0.18,DS,Unknown
Happy Cooking,2006,Simulation,Ubisoft,0.18,DS,Ubisoft
Ar tonelico 2: Melody of Metafalica,2007,Role-Playing,Nippon Ichi Software,0.18,PS2,Unknown
Cars: Race-O-Rama,2009,Racing,THQ,0.18,PS3,Incinerator Games
Jewel Master: Cradle of Athena,2010,Puzzle,Storm City Games,0.18,DS,CokeM Interactive
Saw II: Flesh & Blood,2010,Action-Adventure,Konami Digital Entertainment,0.18,PS3,Unknown
Hidden Mysteries: Vampire Secrets,2010,Action-Adventure,Astragon,0.18,DS,Gunnar Games
Casper: Friends Around the World,2000,Action-Adventure,TDK Core,0.18,PS,Unknown
Jurassic Park III: Island Attack,2001,Action-Adventure,Konami Digital Entertainment,0.18,GBA,Konami
Jikkyou Powerful Pro Baseball 2016,2016,Sports,Konami Digital Entertainment,0.18,PSV,Unknown
Star Trek: Legacy,Unknown,Simulation,Ubisoft,0.18,X360,Mad Doc Software
Tekken Tag Tournament 2,2012,Fighting,Namco Bandai Games,0.18,WiiU,Unknown
GameBoy Wars,1991,Strategy,Nintendo,0.18,GB,Unknown
Amplitude,2003,Other,Sony Computer Entertainment,0.18,PS2,Harmonix Music Systems
Disgaea DS,2008,Role-Playing,Square Enix,0.18,DS,Nippon Ichi Software
Gauntlet: Seven Sorrows,2005,Role-Playing,Midway Games,0.18,XB,Midway
AirForce Delta Storm,2001,Shooter,Konami Digital Entertainment,0.18,XB,KCE Studios
Metal Gear Solid V: The Phantom Pain,2015,Action-Adventure,Konami Digital Entertainment,0.18,X360,"Kojima Productions, Moby Dick Studio"
Monopoly Party,2002,Other,Infogrames,0.18,XB,Unknown
Fear Effect 2: Retro Helix,2001,Action-Adventure,Eidos Interactive,0.18,PS,Kronos Digital Entertainment
Chaotic: Shadow Warriors,2009,Action-Adventure,Activision,0.18,DS,FUN Labs
Ninja Gaiden 3,2012,Action-Adventure,Nintendo,0.18,WiiU,Unknown
Atelier Shallie: Alchemists of the Dusk Sea,2014,Role-Playing,Tecmo Koei,0.18,PS3,Gust
Mahjong: Journey Quest for Tikal,2008,Puzzle,Rondomedia,0.18,DS,MumboJumbo
Call of Duty: World at War,2008,Shooter,Activision,0.18,PC,Treyarch
CSI: Fatal Conspiracy,2010,Action-Adventure,Ubisoft,0.18,PS3,Telltale Games
Chocobo no Fushigi Dungeon for WonderSwan,1999,Role-Playing,Namco Bandai Games,0.18,WS,Unknown
International Superstar Soccer 2000 (JP weekly sales),1999,Sports,Konami Digital Entertainment,0.18,N64,Unknown
Ringling Bros. and Barnum & Bailey Circus,2009,Action-Adventure,Take-Two Interactive,0.18,Wii,Unknown
Klonoa: Door to Phantomile,1997,Platform,Sony Computer Entertainment,0.18,PS,Unknown
Vietcong: Purple Haze,2004,Shooter,Gathering of Developers,0.18,PS2,Coyote Developments
Atari Anniversary Advance,2002,Other,Atari,0.18,GBA,Digital Eclipse
Summer Athletics: The Ultimate Challenge,2008,Sports,DTP Entertainment,0.18,PS2,49Games
Hatsune Miku and Future Stars: Project Mirai,2012,Other,Sega,0.18,3DS,Unknown
X-Men Origins: Wolverine,2009,Action-Adventure,Activision,0.18,PS2,Amaze Entertainment
Syndicate,2012,Shooter,Electronic Arts,0.18,X360,Starbreeze
Zumba Fitness Rush,2012,Sports,505 Games,0.18,X360,"Majesco Games, Majesco"
Call of Juarez,2007,Shooter,Ubisoft,0.18,X360,Techland
TalkMan (Japan),2005,Other,Sony Computer Entertainment,0.18,PSP,Unknown
Ghostbusters: The Video Game,2009,Action-Adventure,Atari,0.18,PSP,Red Fly Studio
Bloody Roar: Primal Fury,2002,Fighting,Activision,0.18,GC,Eighting/Raizing
Mega Man Soccer,1993,Sports,Capcom,0.18,SNES,Unknown
MotoGP,2009,Racing,Capcom,0.18,Wii,Milestone S.r.l
Mushroom Men: The Spore Wars,2008,Action-Adventure,SouthPeak Games,0.18,Wii,Red Fly Studio
Brunswick Pro Bowling,2010,Sports,505 Games,0.18,PS3,Farsight Studios
LEGO Harry Potter: Years 5-7,2012,Action-Adventure,Warner Bros. Interactive Entertainment,0.18,PSV,Traveller's Tales
FIFA Soccer 07,2006,Sports,Electronic Arts,0.18,GC,Unknown
Rabbids Party Collection,2010,Other,Ubisoft,0.18,Wii,Unknown
Corpse Party: Blood Drive,2014,Action-Adventure,Marvelous Interactive,0.18,PSV,5pb
The Last Airbender,2010,Action-Adventure,THQ,0.18,DS,THQ
My Fitness Coach 2: Exercise and Nutrition,2009,Sports,Black Bean Games,0.18,Wii,Unknown
Pokémon I Choose You / Squirtle Squad Game Boy Advance Video,2004,Other,Nintendo,0.18,GBA,Unknown
Vampire Savior: The Lord of Vampire,1998,Fighting,Capcom,0.18,SAT,Unknown
Backbreaker,Unknown,Sports,Unknown,0.18,X360,NaturalMotion
UFC Personal Trainer: The Ultimate Fitness System,2011,Sports,THQ,0.18,Wii,THQ
MotoGP 14,2014,Racing,Milestone S.r.l.,0.18,PS4,Milestone S.r.l
Shrek SuperSlam,2005,Action-Adventure,Activision,0.18,DS,Unknown
Alone in the Dark,2008,Action-Adventure,Atari,0.18,Wii,Hydravision
Super Robot Taisen UX,2013,Role-Playing,Namco Bandai Games,0.18,3DS,Unknown
Skylanders Imaginators,2016,Platform,Activision,0.18,WiiU,Toys for Bob
Six Flags Fun Park,2008,Other,Brash Entertainment,0.18,DS,Brash Entertainment
