name,year_of_release,genre,publisher,global_sales,console,developer
The Sly Collection,2010,Platform,Sony Computer Entertainment,0.68,PS3,Sanzaru Games
Naruto: Clash of Ninja,2003,Fighting,Tomy Corporation,0.68,GC,Tomy Corporation
Prince of Persia: The Two Thrones,2005,Action-Adventure,Ubisoft,0.68,PS2,Ubisoft Montreal
Hot Shots Golf: Open Tee 2,2007,Sports,Sony Computer Entertainment,0.68,PSP,Clap Hanz
Mercenaries: Playground of Destruction,2005,Action-Adventure,LucasArts,0.68,XB,Unknown
Bushido Blade 2,1998,Fighting,SquareSoft,0.68,PS,Unknown
Suikoden II,1998,Role-Playing,Konami Digital Entertainment,0.68,PS,Konami
Iron Man,2008,Action-Adventure,Sega,0.68,PS3,Secret Level
FIFA Soccer 06,2005,Sports,Electronic Arts,0.68,XB,EA Canada
Fight Night 2004,2004,Fighting,Electronic Arts,0.68,XB,EA Sports
Tourist Trophy: The Real Riding Simulator,2006,Racing,Sony Computer Entertainment,0.68,PS2,Unknown
.hack//Mutation Part 2,2002,Role-Playing,Atari,0.68,PS2,CyberConnect2
Cars: Mater-National Championship,2007,Racing,THQ,0.68,DS,Rainbow Studios
LEGO Harry Potter: Years 1-4,2010,Action-Adventure,Warner Bros. Interactive Entertainment,0.68,PSP,TT Fusion
Midway Arcade Treasures 2,2004,Other,Midway Games,0.68,PS2,Backbone Entertainment
METRO Redux,2014,Shooter,Deep Silver,0.68,PS4,4a-games
Rocksmith 2014,2014,Music,Ubisoft,0.67,PS4,Unknown
Evolve,2015,Shooter,2K Games,0.67,XOne,Unknown
Kirby's Dream Collection: Special Edition,2012,Action-Adventure,Nintendo,0.67,Wii,HAL Labs
Return to Castle Wolfenstein: Tides of War,2003,Shooter,Activision,0.67,XB,Nerve Software
RIFT,2011,Role-Playing,Unknown,0.67,PC,Trion Worlds
Spider-Man 3,2007,Platform,Activision,0.67,PS3,Treyarch
Street Sk8er,1998,Sports,Electronic Arts,0.67,PS,Unknown
Mass Effect,2008,Role-Playing,Electronic Arts,0.67,PC,"BioWare, Demiurge Studios"
Contra: Legacy of War,1996,Shooter,Konami Digital Entertainment,0.67,PS,Unknown
Fight Night Round 2004,2004,Fighting,Electronic Arts,0.67,XB,Unknown
Book of Spells,2012,Action-Adventure,Sony Computer Entertainment,0.67,PS3,Unknown
Zaidan Houjin Nippon Kanji Nouryoko Kentei Kyoukai Kounin: KanKen DS,2006,Other,Rocket Company,0.67,DS,Unknown
Spice World,1998,Action-Adventure,Sony Computer Entertainment,0.67,PS,Unknown
Armored Core 3,2002,Simulation,Metro 3D,0.67,PS2,From Software
Star Wars: Republic Commando,2005,Shooter,Activision,0.67,XB,LucasArts
Taiko no Tatsujin Wii,2008,Other,Namco Bandai Games,0.67,Wii,Unknown
London 2012: The Official Video Game of the Olympic Games,2012,Sports,Sega,0.67,PS3,Unknown
Turok,2008,Action-Adventure,Touchstone,0.67,PS3,Propaganda Games
Wild ARMs 2,1999,Role-Playing,Sony Computer Entertainment,0.67,PS,Unknown
Terraria,2013,Action-Adventure,505 Games,0.67,X360,Engine Software
Red Steel,2006,Shooter,Ubisoft,0.67,Wii,Ubisoft Paris
Summer Sports: Paradise Island (Others sales),2008,Sports,Ubisoft,0.67,Wii,Unknown
Need for Speed: Shift 2 Unleashed,2011,Racing,Electronic Arts,0.67,PS3,Unknown
The Fairly Odd Parents: Breakin Da Rules,2003,Platform,THQ,0.67,PS2,Unknown
Virtua Tennis: World Tour (US & Others sales),2005,Sports,Sega,0.67,PSP,Unknown
Unreal Tournament III,2007,Shooter,Midway Games,0.67,PS3,Epic Games
Adventures of Tron,1981,Action-Adventure,Mattel Interactive,0.67,2600,Unknown
Fossil Fighters: Champions,2010,Role-Playing,Nintendo,0.67,DS,"RED Entertainment, Artdink"
The Sims 3,2010,Simulation,Electronic Arts,0.67,DS,Exient Entertainment
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",Unknown,Action-Adventure,Disney Interactive Studios,0.67,GBA,Amaze Entertainment
Disney Tangled,2010,Action-Adventure,Disney Interactive Studios,0.67,Wii,Unknown
Command & Conquer: Red Alert 3,2008,Strategy,Electronic Arts,0.67,PC,Unknown
Diablo III: Eternal Collection,2018,Action-Adventure,Blizzard Entertainment,0.67,NS,Blizzard Entertainment
LEGO Marvel Super Heroes 2,2017,Action-Adventure,Warner Bros. Interactive Entertainment,0.67,NS,Traveller's Tales
NHL 16,2015,Sports,EA Sports,0.66,PS4,Unknown
Plants vs Zombies: Garden Warfare,2014,Shooter,Electronic Arts,0.66,PS4,Unknown
WWE 2K18,2017,Sports,2K Sports,0.66,XOne,Unknown
Tomb Raider (2013),2014,Action-Adventure,Square Enix,0.66,XOne,Unknown
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Koushiki Soft: 200 Mannin no KanKen: Tokoton Kanji Nou,2006,Other,IE Institute,0.66,DS,Unknown
Pro Pinball: Big Race USA,1999,Simulation,Take-Two Interactive,0.66,PS,Cunning Developments
NFL Street,2004,Sports,Electronic Arts,0.66,XB,EA Tiburon
Final Fantasy Crystal Chronicles: Ring of Fates,2007,Role-Playing,Square Enix,0.66,DS,Square Enix
Bakugan: Battle Brawlers,2009,Action-Adventure,Activision,0.66,Wii,Now Production
Blazing Angels: Squadrons of WWII,2006,Simulation,Ubisoft,0.66,PS3,Ubisoft
WWE SmackDown vs. RAW 2007,2006,Fighting,THQ,0.66,PSP,Yuke's
Skylanders: Trap Team,2014,Action-Adventure,Activision,0.66,PS3,Toys for Bob
Tony Hawk's Proving Ground,2007,Sports,Activision,0.66,PS2,Page 44 Studios
The Darkness,2007,Shooter,Take-Two Interactive,0.66,PS3,Starbreeze
Country Dance,2011,Other,Funbox Media,0.66,Wii,High Voltage Software
MLB 2004,2003,Sports,Sony Computer Entertainment,0.66,PS2,989 Sports
Naruto Shippuden: Ultimate Ninja 4,2007,Fighting,Atari,0.66,PS2,Unknown
The Sims 3: High-End Loft Stuff,2010,Simulation,Electronic Arts,0.66,PC,The Sims Studio
Tiger Woods PGA Tour 2000,1998,Sports,Electronic Arts,0.66,PS,Unknown
Darkstone,2001,Role-Playing,Electronic Arts,0.66,PS,Delphine Software International
NCAA March Madness 2003,2002,Sports,Electronic Arts,0.66,PS2,NuFX
Finding Nemo,2003,Action-Adventure,THQ,0.66,XB,Traveller's Tales
Thrillville,2006,Strategy,Atari,0.66,PS2,Frontier Developments
Lalaloopsy,2011,Simulation,Activision,0.66,DS,Activision
Jikkyou World Soccer 2000 Final Edition,2000,Sports,Konami Digital Entertainment,0.66,PS2,Unknown
Madagascar,2005,Platform,Activision,0.66,GC,Toys for Bob
Castlevania: Lords of Shadow,2010,Action-Adventure,Konami Digital Entertainment,0.66,X360,Mercury Steam
Hidden Objects: Mystery Stories,2009,Action-Adventure,GSP,0.66,DS,Unknown
NHL 10,2009,Sports,Electronic Arts,0.66,X360,EA Canada
100 Classic Books,2008,Other,Nintendo,0.66,DS,Genius Sonority Inc.
Puzzler Brain Games,2012,Puzzle,Namco Bandai Games,0.66,Wii,Unknown
TV Show King Party,2008,Puzzle,Ubisoft,0.66,Wii,Gameloft
Dragon Quest Monsters: Caravan Heart,2003,Role-Playing,Enix Corporation,0.66,GBA,Unknown
Strawberry Shortcake: Summertime Adventure,2004,Action-Adventure,Majesco Entertainment,0.66,GBA,Gorilla Systems
Street Fighter Anniversary Collection,2004,Fighting,Capcom,0.66,PS2,Capcom
Legend of Legaia,1998,Role-Playing,Sony Computer Entertainment,0.66,PS,Unknown
NHL 13,2012,Sports,Electronic Arts,0.66,X360,Electronic Arts
Napoleon: Total War,2010,Strategy,Sega,0.66,PC,Creative Assembly
Metro: Last Light,2014,Action-Adventure,Deep Silver,0.66,PS4,Unknown
Madden NFL 10,2009,Sports,Electronic Arts,0.66,PSP,EA Tiburon
Rayman Legends,2013,Platform,Ubisoft,0.66,WiiU,Ubisoft Montpellier
The Sims: Bustin' Out,2003,Simulation,Electronic Arts,0.66,GC,Maxis
BioShock Infinite,2013,Shooter,Take-Two Interactive,0.66,PC,Irrational Games
Keystone Kapers,1982,Action-Adventure,Activision,0.66,2600,Unknown
Ratatouille,2007,Action-Adventure,THQ,0.66,PSP,Locomotive Games
Lollipop Chainsaw,2012,Action-Adventure,Warner Bros. Interactive Entertainment,0.66,PS3,Grasshopper Manufacture
Tom Clancy's EndWar,2008,Strategy,Ubisoft,0.66,PS3,Ubisoft Shanghai
Shrek: Hassle at the Castle,2002,Action-Adventure,TDK Mediactive,0.66,GBA,TOSE
Suikoden IV,2004,Role-Playing,Konami Digital Entertainment,0.66,PS2,KCET
Gods Eater Burst,2010,Action-Adventure,Namco Bandai Games,0.66,PSP,"Shift, Bandai Namco Games"
Fist of the North Star: Ken's Rage,2010,Action-Adventure,Ubisoft Annecy,0.66,PS3,"Koei, Omega Force"
Plants vs. Zombies: Garden Warfare,2014,Shooter,Electronic Arts,0.66,PS3,PopCap
Disney's Kim Possible 2: Drakken's Demise,2004,Platform,Disney Interactive Studios,0.66,GBA,Artificial Mind and Movement
One Piece: Pirate Warriors 2,2013,Action-Adventure,Namco Bandai Games,0.66,PS3,Omega Force
Um Jammer Lammy,1998,Other,Sony Computer Entertainment,0.66,PS,Unknown
Brothers In Arms: Road to Hill 30,2005,Shooter,Ubisoft,0.66,XB,Gearbox Software
LEGO Harry Potter: Years 5-7,Unknown,Action-Adventure,Warner Bros. Interactive Entertainment,0.66,DS,Traveller's Tales
Taiko no Tatsujin DS: Touch de Dokodon!,2007,Other,Namco Bandai Games,0.66,DS,Unknown
Animaniacs Ten Pin Alley,1998,Sports,ASC Games,0.66,PS,Unknown
Plants vs Zombies: Garden Warfare,2014,Shooter,Electronic Arts,0.66,PS3,PopCap Games
Taiko no Tatsujin Wii: Super Deluxe Edition,2012,Other,Namco Bandai Games,0.66,Wii,Bandai Namco Games
Tomb Raider: Definitive Edition,2014,Action-Adventure,Square Enix,0.66,XOne,Crystal Dynamics
Tales of Berseria,2016,Role-Playing,Namco Bandai Games,0.65,PS4,Unknown
Yakuza Zero: The Place of Oath,2015,Action-Adventure,Sega,0.65,PS4,Unknown
One Piece: Burning Blood,2016,Fighting,Namco Bandai Games,0.65,PS4,Unknown
The LEGO Movie Videogame,2014,Action-Adventure,Warner Bros. Interactive Entertainment,0.65,XOne,Unknown
Kung Fu Panda,2008,Action-Adventure,Activision,0.65,PS2,Xpec
Freedom Wars,2014,Role-Playing,Sony Computer Entertainment,0.65,PSV,"Dimps Corporation, SCE Japan Studio"
Rocksmith 2014,2013,Other,Ubisoft,0.65,PC,Unknown
Club Penguin: Elite Penguin Force - Herbert's Revenge,2010,Action-Adventure,Disney Interactive Studios,0.65,DS,Unknown
Ratchet & Clank: Into the Nexus,2013,Shooter,Sony Computer Entertainment,0.65,PS3,Unknown
Shaun White Snowboarding,2008,Sports,Ubisoft,0.65,PS3,Ubisoft Montreal
Radiata Stories,2005,Role-Playing,Square Enix,0.65,PS2,Tri-Ace
The Biggest Loser: Challenge,2010,Sports,THQ,0.65,Wii,Blitz Games Studios
Peppa Pig: Fun and Games,2010,Other,Ubisoft,0.65,DS,Unknown
F-Zero GX,2003,Racing,Nintendo,0.65,GC,Amusement Vision
Disney's Chicken Little,2005,Platform,Disney Interactive Studios,0.65,PS2,Avalanche Software
Scene It? Box Office Smash,2008,Other,Microsoft Game Studios,0.65,X360,"Krome Studios, Screenlife Games"
Yoshi Topsy-Turvy,2004,Platform,Nintendo,0.65,GBA,Artoon
Monster Jam: Maximum Destruction,2002,Racing,Ubisoft,0.65,PS2,Ubisoft
Cartoon Network Block Party / Cartoon Network Speedway Double Pack,2005,Other,THQ,0.65,GBA,Unknown
Tiger Woods PGA Tour 09,2008,Sports,Electronic Arts,0.65,PS3,EA Tiburon
World of Dragon Warrior - Torneko: The Last Hope,1999,Role-Playing,Enix Corporation,0.65,PS,Unknown
Mortal Kombat,2012,Fighting,Warner Bros. Interactive Entertainment,0.65,PSV,NetherRealm Studios
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",2007,Action-Adventure,Activision,0.65,PSP,Unknown
Tiger Woods PGA Tour 09,2008,Sports,Electronic Arts,0.65,X360,EA Tiburon
Advance Wars 2: Black Hole Rising,2003,Strategy,Nintendo,0.65,GBA,Intelligent Systems
Wario: Master of Disguise,2007,Platform,Nintendo,0.65,DS,Suzak
Centipede,1998,Shooter,Atari,0.65,PS,Unknown
The Last Story,2011,Role-Playing,Nintendo,0.65,Wii,"Mistwalker, Artoon"
Drakengard,2003,Role-Playing,Square Enix,0.65,PS2,Cavia Inc.
SingStar Pop Hits,2007,Other,Sony Computer Entertainment,0.65,PS2,Unknown
Kung-Fu Master,1987,Action-Adventure,Activision,0.65,2600,Unknown
Champions: Return to Arms,2005,Role-Playing,Sony Online Entertainment,0.65,PS2,Snowblind Studios
Harry Potter and the Goblet of Fire,2005,Action-Adventure,Electronic Arts,0.65,PS2,Electronic Arts
Toy Story 3: The Video Game,2010,Action-Adventure,Disney Interactive Studios,0.65,PSP,Unknown
SingStar R&B,2007,Other,Sony Computer Entertainment,0.65,PS2,Unknown
Mary-Kate and Ashley: Magical Mystery Mall,2000,Action-Adventure,Acclaim Entertainment,0.65,PS,Unknown
MX vs. ATV Untamed,2007,Racing,THQ,0.65,PSP,Rainbow Studios
Disney Infinity 2.0: Marvel Super Heroes,2014,Action-Adventure,Disney Interactive Studios,0.65,WiiU,Unknown
Tiger Woods PGA Tour 10,2009,Sports,Electronic Arts,0.65,X360,EA Tiburon
007: Quantum of Solace,2008,Action-Adventure,Activision,0.65,Wii,Treyarch
Super Robot Taisen Impact,2002,Strategy,Banpresto,0.65,PS2,Unknown
Wall-E,2008,Platform,THQ,0.65,PSP,Heavy Iron Studios
Farming Simulator 17,2016,Simulation,Focus Home Interactive,0.65,PC,Giants Software
Crafting Mama,2010,Simulation,505 Games,0.65,DS,Cooking Mama Limited
Meccha! Taiko no Tatsujin Master DS: 7-tsu no Shima no Daibouken,2008,Other,Namco Bandai Games,0.65,DS,Unknown
Spyro Reignited Trilogy,2018,Platform,Activision,0.65,XOne,Toys for Bob
Transformers: The Game,2007,Action-Adventure,Activision,0.65,PSP,Savage Entertainment
Crash Bandicoot N. Sane Trilogy,2018,Platform,Activision,0.65,XOne,Vicarious Visions
Need for Speed: Undercover,2008,Racing,Electronic Arts,0.65,Wii,EA Vancouver
Yakuza Zero,2017,Action-Adventure,Sega,0.65,PS4,Sega
LEGO City Undercover,2017,Platform,Warner Bros. Interactive Entertainment,0.65,NS,TT Fusion
Batman: Return to Arkham,2016,Action-Adventure,Warner Bros. Interactive Entertainment,0.64,PS4,Unknown
Borderlands 2,2014,Shooter,Take-Two Interactive,0.64,PSV,Iron Galaxy Studios
Harry Potter and the Half-Blood Prince,2009,Action-Adventure,Electronic Arts,0.64,PS2,EA Bright Light
Crash Bandicoot Purple: Ripto's Rampage,2004,Platform,Vivendi Games,0.64,GBA,Vicarious Visions
Assassin's Creed IV: Black Flag,2013,Action-Adventure,Ubisoft,0.64,PC,Ubisoft
Need For Speed: Undercover,2008,Racing,Electronic Arts,0.64,Wii,Exient Entertainment
Spyro: A Hero's Tail,2004,Platform,Vivendi Games,0.64,PS2,Eurocom Entertainment Software
Crash: Twinsanity,2004,Platform,Vivendi Games,0.64,PS2,Traveller's Tales
The LEGO Movie Videogame,2014,Action-Adventure,Warner Bros. Interactive Entertainment,0.64,WiiU,TT Games
Max Payne 2: The Fall of Max Payne,2003,Shooter,Take-Two Interactive,0.64,XB,Remedy Entertainment
Metal Gear Solid V: The Phantom Pain,2015,Action-Adventure,Konami Digital Entertainment,0.64,PS3,"Kojima Productions, Moby Dick Studio"
Drawn to Life: The Next Chapter,2009,Puzzle,THQ,0.64,DS,5TH Cell
GoldenEye: Rogue Agent,2004,Shooter,Electronic Arts,0.64,PS2,EA LA
WWE 2K15,2014,Sports,Take-Two Interactive,0.64,X360,Yuke's
Paws & Claws: Pet Vet,2007,Simulation,THQ,0.64,DS,Unknown
Star Ocean: First Departure,2007,Role-Playing,Square Enix,0.64,PSP,TOSE
James Bond 007: Everything or Nothing,2004,Shooter,Electronic Arts,0.64,XB,EA Redwood Shores
X2: Wolverine's Revenge,2003,Platform,Activision,0.64,PS2,GenePool
NBA Live 06,2005,Sports,Electronic Arts,0.64,XB,EA Canada
Tom Clancy's Rainbow Six,1999,Shooter,Red Storm Entertainment,0.64,N64,Unknown
Castlevania,1999,Platform,Konami Digital Entertainment,0.64,N64,Unknown
Rayman 2: The Great Escape,1999,Platform,Ubisoft,0.64,N64,Unknown
Nicktoons Collection: Game Boy Advance Video Volume 1,2004,Other,N/A,0.64,GBA,Unknown
Rayman 3D,2011,Platform,Ubisoft,0.64,3DS,Ubisoft Casablanca
Football Manager 2014,2013,Sports,Sega,0.64,PC,Sports Interactive
New Play Control! Pikmin,2008,Strategy,Nintendo,0.64,Wii,Unknown
TimeSplitters 2,2002,Shooter,Eidos Interactive,0.64,XB,Free Radical Design
Onimusha: Dawn of Dreams,2006,Action-Adventure,Capcom,0.64,PS2,Capcom
Sengoku Basara: Samurai Heroes,2010,Action-Adventure,Capcom,0.64,PS3,Capcom
Stuntman: Ignition,2007,Racing,THQ,0.64,X360,Paradigm Entertainment
Real Heroes: Firefighter,2009,Action-Adventure,Rondomedia,0.64,Wii,Epicenter Studios
Up,2009,Action-Adventure,THQ,0.64,DS,Altron
SpongeBob SquarePants: Game Boy Advance Video Volume 1,2004,Other,N/A,0.64,GBA,Unknown
Konami Collector's Series: Arcade Advanced,2002,Other,Konami Digital Entertainment,0.64,GBA,KCEA
Dragon Ball: Raging Blast 2,2010,Fighting,Namco Bandai Games,0.64,X360,Spike
Jampack Volume 13 (RP-T),2005,Other,Sony Computer Entertainment,0.64,PS2,Unknown
Madden NFL 2001,2000,Sports,Electronic Arts,0.64,N64,Unknown
Cruis'n World,1998,Racing,Nintendo,0.64,N64,Unknown
NHL 13,2012,Sports,Electronic Arts,0.64,PS3,Electronic Arts
Dead or Alive 5,2012,Fighting,Tecmo Koei,0.64,PS3,Team Ninja
Lemony Snicket's A Series of Unfortunate Events,2004,Platform,Activision,0.64,PS2,Adrenium
Lost Planet: Extreme Condition,2008,Shooter,Capcom,0.64,PS3,Capcom
Plants vs. Zombies: Garden Warfare 2,2016,Shooter,Electronic Arts,0.63,PS4,Unknown
WWE 2K16,2015,Sports,Take-Two Interactive,0.63,XOne,Unknown
X-Men Legends II: Rise of Apocalypse,2005,Role-Playing,Activision,0.63,PS2,Raven Software
Nightmare Creatures,1997,Action-Adventure,Sony Computer Entertainment,0.63,PS,Unknown
LittleBigPlanet 3,2014,Platform,Sony Computer Entertainment,0.63,PS3,Sumo Digital
SingStar Queen,2009,Other,Sony Computer Entertainment,0.63,PS2,SCEE London Studio
LEGO Star Wars II: The Original Trilogy,2006,Action-Adventure,LucasArts,0.63,X360,Traveller's Tales
Disney Sing It: Party Hits,2010,Other,Disney Interactive Studios,0.63,Wii,Disney Interactive Studios
Dragon Quest Monsters Joker 3,2016,Role-Playing,Square Enix,0.63,3DS,Unknown
Rock Band 3,2010,Other,MTV Games,0.63,Wii,Backbone Entertainment
Dragon Age II,2011,Action-Adventure,Electronic Arts,0.63,PC,BioWare
Tony Hawk's Pro Skater 2x,2001,Sports,Activision,0.63,XB,Treyarch
NBA Live 08,2007,Sports,Electronic Arts,0.63,PS3,EA Canada
Sim Theme Park,1999,Strategy,Electronic Arts,0.63,PS,Unknown
FIFA Soccer 2003,2002,Sports,Electronic Arts,0.63,XB,EA Canada
Taiko no Tatsujin: Chibi Dragon to Fushigi na Orb,2012,Other,Namco Bandai Games,0.63,3DS,Unknown
The Lord of the Rings: Conquest,2009,Action-Adventure,Electronic Arts,0.63,X360,Pandemic Studios
Far Cry 4,2014,Shooter,Ubisoft,0.63,PC,Ubisoft Montreal
Monster Hunter 2,Unknown,Role-Playing,Capcom,0.63,PS2,Unknown
NASCAR 06: Total Team Control,2005,Racing,Electronic Arts,0.63,PS2,EA Sports
Dogz,2004,Simulation,Ubisoft,0.63,GBA,Unknown
A Bug's Life,1998,Platform,Activision,0.63,N64,Unknown
Super Castlevania IV,1991,Platform,Konami Digital Entertainment,0.63,SNES,Unknown
Iron Man,2008,Action-Adventure,Sega,0.63,PSP,Artificial Mind and Movement
White Knight Chronicles II,2010,Role-Playing,Sony Computer Entertainment,0.63,PS3,Level 5
Mobile Suit Z Gundam: AEUG vs. Titans,2003,Fighting,Namco Bandai Games,0.63,PS2,Unknown
Juiced 2: Hot Import Nights,2007,Racing,THQ,0.63,X360,Juice Games
Wolfenstein,2009,Shooter,Activision,0.63,PS3,"id Software, Raven Software"
The Walking Dead: Survival Instinct,2013,Shooter,Activision,0.63,X360,Terminal Reality
The Sims 3: Generations,2011,Simulation,Electronic Arts,0.63,PC,The Sims Studio
Ape Escape 2,2002,Platform,Sony Computer Entertainment,0.63,PS2,SCE Japan Studio
X-Man,1982,Action-Adventure,Universal Gamex,0.63,2600,Unknown
Sega Rally Revo,2007,Racing,Sega,0.63,PS3,SEGA Racing Studio
Shin Megami Tensei: Persona 3 FES,2007,Role-Playing,Tecmo Koei,0.63,PS2,Atlus Co.
FIFA Soccer 2002,2001,Sports,Electronic Arts,0.63,PS2,EA Sports
Angry Birds Trilogy,2012,Action-Adventure,Activision,0.63,3DS,Exient Entertainment
Final Fantasy VII International,1997,Role-Playing,Square,0.63,PS,Unknown
Condemned 2: Bloodshot,2008,Action-Adventure,Sega,0.63,X360,Monolith Productions
Okami,2006,Action-Adventure,Capcom,0.63,PS2,Clover Studio
Shin Megami Tensei: Persona 3 Portable,2009,Role-Playing,Ghostlight,0.63,PSP,Atlus
Crash of the Titans,2007,Action-Adventure,Vivendi Games,0.63,PSP,SuperVillain Studios
NHL 2001,2000,Sports,Electronic Arts,0.63,PS,Page 44 Studios
Crysis 3,2013,Shooter,Electronic Arts,0.63,PC,Crytek
Buzz Lightyear of Star Command,2000,Platform,Activision,0.63,PS,Traveller's Tales
Namco Museum,2002,Other,Namco Bandai Games,0.63,GC,Mass Media
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",2009,Shooter,Activision,0.63,X360,Unknown
Cabela's Big Game Hunter (2008),2007,Sports,Activision,0.63,Wii,MagicWand
Tony Hawk's Project 8,2006,Sports,Activision,0.63,PS3,Neversoft Entertainment
Ghostbusters: The Video Game,2009,Action-Adventure,Atari,0.63,X360,Terminal Reality
LEGO The Incredibles,2018,Action-Adventure,Warner Bros. Interactive Entertainment,0.63,NS,Traveller's Tales
Transformers: Revenge of the Fallen,2009,Action-Adventure,Activision,0.63,X360,Luxoflux Corp.
LEGO The Hobbit,2014,Action-Adventure,Warner Bros. Interactive Entertainment,0.62,PS4,Unknown
World of Final Fantasy,2016,Role-Playing,Square Enix,0.62,PS4,Unknown
F1 2017,2017,Racing,Koch Media,0.62,PS4,Unknown
NHL 15,2014,Sports,EA Sports,0.62,PS4,Unknown
Kinect Sports Rivals,2014,Sports,Microsoft Studios,0.62,XOne,Unknown
South Park: The Fractured But Whole,2017,Role-Playing,Ubisoft,0.62,XOne,Unknown
XCOM: Enemy Unknown,2012,Strategy,Take-Two Interactive,0.62,X360,Firaxis Games
Nobunaga no Yabou: Haouden,1993,Strategy,Tecmo Koei,0.62,SNES,Unknown
Virtua Cop,1995,Shooter,Sega,0.62,SAT,Unknown
Metal Gear Solid 2: Substance,Unknown,Action-Adventure,Konami Digital Entertainment,0.62,XB,KCEJ
Tony Hawk's American Wasteland,2005,Sports,Activision,0.62,XB,Neversoft Entertainment
WWF in Your House,1996,Fighting,Acclaim Entertainment,0.62,PS,Unknown
Wild ARMs 3,2002,Role-Playing,Ubisoft,0.62,PS2,"Media Vision, Contrail"
NBA ShootOut '97,1997,Sports,Sony Computer Entertainment,0.62,PS,Unknown
Family Feud: 2010 Edition,2009,Other,Ubisoft,0.62,Wii,Ludia Inc.
Madden NFL 07,2006,Sports,Electronic Arts,0.62,GC,EA Tiburon
LEGO Jurassic World,2015,Action-Adventure,Warner Bros. Interactive Entertainment,0.62,3DS,TT Games
